% Version 1.00
%
% Ref Impedances: Z01: 50, Z02: 50
% 
%freq[Hz];db:Trc1_S11;ang:Trc1_S11;
1.000000000000000E+005,-1.268495273947284E+000,1.074829737695680E+002,
2.282969432314410E+006,-1.633346155216100E+000,9.641577791998914E+001,
4.465938864628821E+006,-1.761923526028070E+000,8.494103352590460E+001,
6.648908296943231E+006,-1.861742469786494E+000,7.336506357079423E+001,
8.831877729257641E+006,-2.547552420927373E+000,6.422971304042854E+001,
1.101484716157205E+007,-2.101031087790242E+000,5.814030161491053E+001,
1.319781659388646E+007,-2.094008181036648E+000,4.466950798614499E+001,
1.538078602620087E+007,-2.208049735380672E+000,3.122647336752666E+001,
1.756375545851528E+007,-2.346570910128217E+000,1.554160977994919E+001,
1.974672489082969E+007,-2.915339286440124E+000,-5.418196835107535E+000,
2.192969432314410E+007,-3.001305455992083E+000,-1.715119384889161E+001,
2.411266375545852E+007,-3.112163750389951E+000,-3.789811471880953E+001,
2.629563318777292E+007,-3.330259928001135E+000,-6.033694544657803E+001,
2.847860262008733E+007,-3.531375777941821E+000,-8.226099094198055E+001,
3.066157205240174E+007,-3.628140647219978E+000,-1.025240619514532E+002,
3.284454148471616E+007,-3.659923118675645E+000,-1.217732711880751E+002,
3.502751091703057E+007,-3.722279405907167E+000,-1.385704486402404E+002,
3.721048034934498E+007,-3.778698706095875E+000,-1.514881444637707E+002,
3.939344978165939E+007,-3.708044386829463E+000,-1.644167608531029E+002,
4.157641921397380E+007,-3.682348029830145E+000,-1.760984964264521E+002,
4.375938864628821E+007,-3.745413478436617E+000,1.725125638908607E+002,
4.594235807860262E+007,-3.897276775477596E+000,1.650242565158322E+002,
4.812532751091703E+007,-4.027942761210469E+000,1.557168738389222E+002,
5.030829694323144E+007,-4.325123285529408E+000,1.480486561237005E+002,
5.249126637554584E+007,-4.185374756175603E+000,1.424444872302041E+002,
5.467423580786026E+007,-4.460264661146111E+000,1.330874428018422E+002,
5.685720524017467E+007,-4.567673440420574E+000,1.255879114896646E+002,
5.904017467248908E+007,-4.829419568971155E+000,1.169775116859110E+002,
6.122314410480349E+007,-5.190875995054141E+000,1.074833837998468E+002,
6.340611353711790E+007,-5.709190588638036E+000,9.846739746854344E+001,
6.558908296943231E+007,-6.050213032942772E+000,8.904292191760331E+001,
6.777205240174672E+007,-6.667695161185914E+000,7.879930494139398E+001,
6.995502183406113E+007,-7.407320224491048E+000,6.508201433852931E+001,
7.213799126637554E+007,-8.148185096021402E+000,5.318126515196312E+001,
7.432096069868995E+007,-9.629968332728932E+000,3.700712420744577E+001,
7.650393013100436E+007,-1.150666972355004E+001,2.283900671396942E+001,
7.868689956331877E+007,-1.366024713991686E+001,2.944432091883230E+000,
8.086986899563319E+007,-1.690681401570057E+001,-1.306146807433185E+001,
8.305283842794760E+007,-2.289931511878065E+001,-4.617605569853782E+001,
8.523580786026201E+007,-3.792274458548344E+001,-1.142158345862852E+002,
8.741877729257642E+007,-2.328118349632940E+001,1.106312430201454E+002,
8.960174672489083E+007,-1.799996406632471E+001,8.881538192067109E+001,
